,taxpayer_number,taxpayer_name,taxpayer_address,taxpayer_city,taxpayer_state,taxpayer_zip,taxpayer_county,location_number,location_name,location_address,location_city,location_state,location_zip,location_county,inside_outside_city_limits_code_y_n,tabc_permit_number,responsibility_begin_date_yyyymmdd,obligation_end_date_yyyymmdd,liquor_receipts,wine_receipts,beer_receipts,cover_charge_receipts,total_receipts
60,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-11-30T00:00:00.000,144,0,310,0,454
61,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-10-31T00:00:00.000,78,0,158,0,236
62,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-04-30T00:00:00.000,128,0,147,0,275
63,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-03-31T00:00:00.000,183,0,129,0,312
64,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-09-30T00:00:00.000,342,0,584,0,926
65,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-05-31T00:00:00.000,249,0,187,0,436
66,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-12-31T00:00:00.000,167,0,337,0,504
67,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-04-30T00:00:00.000,514,0,777,0,1291
68,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-02-28T00:00:00.000,349,0,266,0,615
69,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-02-28T00:00:00.000,319,0,516,0,835
70,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-10-31T00:00:00.000,380,0,205,0,585
71,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-05-31T00:00:00.000,163,0,160,0,323
72,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2013-05-31T00:00:00.000,937,0,498,0,1435
73,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-06-30T00:00:00.000,118,0,128,0,246
74,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-04-30T00:00:00.000,251,0,235,0,486
75,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-05-31T00:00:00.000,252,0,434,0,686
76,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-09-30T00:00:00.000,168,0,218,0,386
77,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-02-29T00:00:00.000,189,0,323,0,512
78,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-07-31T00:00:00.000,445,0,398,0,843
79,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-06-30T00:00:00.000,280,0,249,0,529
